account_number,user_id,transaction_date_time,product_id,product_quantity,product_unit_price
573,gandrini2w,2019-05-03 10:03:17,54,10,3501.82
735,hbewsey2x,2019-03-02 19:05:07,549,5,3629.92
625,ccurrao2y,2019-11-08 10:08:37,178,1,2644.78
511,kflisher2z,2018-01-20 20:01:41,785,5,1629.14
376,lserginson30,2019-01-06 05:28:27,598,9,1930.51
271,wteaze31,2019-03-02 03:45:55,374,6,4134.71
147,cpreece32,2019-11-21 05:54:49,764,6,2653.04
31,aleeburne33,2018-03-20 09:05:52,685,6,4237.02
846,gstandbrooke34,2019-11-02 08:58:58,267,8,1114.23
787,kosherrin35,2018-06-17 12:52:40,981,8,744.08
649,kmixter36,2019-05-09 23:43:18,53,1,710.85
535,bhanssmann37,2018-04-23 15:09:21,346,1,2432.98
384,cmcgettrick38,2018-03-09 16:47:37,193,2,433.17
829,mquinet39,2019-10-05 09:00:28,734,5,2496.46
426,scrocker3a,2018-11-25 15:22:00,162,9,1006.42
910,blubeck3b,2018-10-26 10:12:52,722,9,4238.6
440,vnormanvell3c,2019-07-08 21:10:45,329,5,2610.88
938,wskittrall3d,2018-10-14 19:29:52,445,9,258.63
693,jswindin3e,2018-01-30 14:33:47,993,2,2574.35
310,jmochar3f,2018-09-01 22:21:47,959,3,4839.61
398,pdesantos3g,2018-04-07 21:35:36,101,6,4575.31
8,dglitherow3h,2018-04-03 19:38:03,377,3,918.89
837,rcordey3i,2019-08-11 02:59:09,100,9,4158.08
596,spaolotto3j,2019-03-17 19:07:47,848,7,1194.12
781,wfennick3k,2018-03-09 02:16:25,915,1,1315.91
86,bgulleford3l,2019-02-11 22:35:59,552,4,1303.4
780,bhockell3m,2018-12-10 11:36:22,510,3,1184.78
360,cblick3n,2019-09-20 13:48:37,642,6,3586.77
102,fkochlin3o,2019-02-18 16:16:38,24,2,2902.64
199,mseabert3p,2018-09-09 17:19:43,582,10,1645.06
67,rchiene3q,2019-07-28 15:45:18,85,3,4638.63
145,mchesshyre3r,2017-12-19 21:08:35,88,1,4852.59
262,lcast3s,2019-02-22 10:46:40,816,10,2676.78
367,ndougliss3t,2019-07-07 19:28:13,172,10,2679.26
408,ptither3u,2018-07-21 07:19:49,398,8,687.79
914,acharlton3v,2019-05-16 02:11:47,222,8,3363.92
955,mdovydenas3w,2018-10-29 17:28:42,839,1,1311.05
836,hsondon3x,2019-04-05 08:59:49,498,1,4553.41
544,adamarell3y,2019-11-26 19:37:35,157,2,1285.34
338,hoxley3z,2018-03-17 13:12:29,478,10,1330.52
467,nmatticci40,2019-12-09 17:04:39,183,1,1949.05
921,vmachen41,2019-11-04 10:31:03,635,5,3080.89
109,kconnaughton42,2019-06-16 23:21:59,142,4,3659.53
979,mstledger43,2019-07-27 23:21:51,382,3,3631.08
71,gsymson44,2018-11-28 13:33:00,33,7,698.23
929,bnano45,2018-06-08 13:58:34,275,2,4312.22
982,rbodiam46,2018-09-27 17:29:32,404,9,4852.44
169,mmeeny47,2018-02-06 12:33:50,867,9,3729.31
63,mchilds48,2019-08-14 19:54:51,873,3,4267.65
453,cshilstone49,2019-12-08 03:19:52,949,6,308.86
606,abrealey4a,2019-04-03 05:06:50,895,1,2898.17
374,jlonsbrough4b,2019-08-08 14:52:01,100,5,2774.51
528,kguthrie4c,2018-08-26 18:43:21,779,7,223.92
706,pwebbe4d,2018-08-06 11:10:57,61,8,1931.05
795,bnaden4e,2019-09-15 19:16:59,683,8,1567.95
33,bfabri4f,2018-03-10 10:09:52,466,5,2273.37
798,skinnett4g,2018-04-10 18:43:58,293,6,137.2
216,cbener4h,2018-03-07 23:08:32,713,5,2836.4
8,jholligan4i,2018-03-20 09:59:18,823,9,1872.28
731,kbransby4j,2019-02-14 11:14:40,568,3,3850.58
163,sdelagnes4k,2019-09-17 20:18:36,189,3,2718.44
729,zbengle4l,2019-07-19 23:45:30,56,2,4451.68
152,ahollow4m,2018-06-18 13:29:57,303,9,2192.46
771,crainbow4n,2019-11-13 00:26:14,331,6,3270.31
377,mblackledge4o,2019-08-25 19:35:25,668,7,1316.15
510,cblurton4p,2018-05-21 22:45:01,365,4,142.97
138,cwaud4q,2018-07-05 07:15:44,262,3,3710.53
77,mshattock4r,2019-09-15 16:22:52,982,3,4202.17
131,ldennehy4s,2019-01-28 22:30:16,437,9,2032.95
257,bivkovic4t,2018-06-03 21:30:59,873,5,744.11
116,gshall4u,2018-02-11 19:43:02,37,9,1290.76
487,espirit4v,2019-03-03 10:36:04,427,2,1511.04
677,eturone4w,2018-04-26 14:39:10,985,9,1945.56
308,htrevon4x,2019-12-08 02:23:26,395,2,2800.89
760,dfitzpatrick4y,2018-03-15 17:00:42,771,8,4587.9
526,wbarkes4z,2018-01-23 04:22:53,553,3,996.94
2,clinkie50,2019-10-22 18:34:32,884,5,3006.57
107,wchaffen51,2019-02-28 22:47:27,992,2,1807.08
495,dleamy52,2017-12-21 15:10:21,656,6,4584.19
958,hsommerled53,2018-09-08 06:58:19,805,7,112.16
94,kfearnsides54,2017-12-22 22:22:31,238,9,2728.77
866,crickasse55,2018-08-16 21:13:41,969,1,4400.86
281,afield56,2018-04-22 23:22:33,482,8,485.64
926,sadriani57,2019-01-30 03:26:08,497,3,3704.63
269,gcripps58,2018-08-19 18:46:15,170,1,667.26
822,rwisniowski59,2019-05-09 01:15:44,235,1,3229.9
672,fcoda5a,2019-05-28 03:36:01,305,2,2467.04
1,gryton5b,2018-06-22 17:33:53,80,5,576.98
328,dbullman5c,2019-05-26 10:20:43,280,7,3379.19
124,aguilder5d,2019-05-26 06:18:19,33,4,2085.56
294,ebeachamp5e,2019-08-16 15:18:48,280,10,4371.23
745,tspraggon5f,2017-12-28 14:18:14,397,1,179.81
890,dbonavia5g,2019-08-10 01:45:17,62,3,4378.23
713,cgolthorpp5h,2018-07-16 01:34:35,851,10,3540.78
441,fleeves5i,2019-07-26 07:13:50,632,1,266.83
86,dshord5j,2019-08-13 08:39:49,40,6,3733.51
2,sclarson5k,2018-06-14 09:45:35,497,8,20.47
229,gmakiver5l,2018-11-21 09:05:15,831,5,3547.25
516,rduligal5m,2019-01-06 02:11:41,618,7,709.96
756,lcorse5n,2018-08-29 16:17:37,313,10,3934.9
4,nloomis5o,2018-03-18 00:07:18,496,6,4755.17
985,candrys5p,2018-09-26 08:30:24,51,1,819.27
415,mmurrill5q,2018-06-26 08:46:58,673,10,3759.72
352,ggiacopini5r,2018-08-26 12:13:02,176,8,1316.54
955,achessill5s,2018-08-31 07:36:42,772,8,4024.29
400,msiegertsz5t,2019-02-25 15:13:03,489,8,1133.99
746,nkliner5u,2019-08-12 09:40:05,305,4,4808.68
910,stallboy5v,2018-09-02 10:33:43,454,8,3075.74
153,eclibbery5w,2019-02-08 08:11:48,328,5,3885.02
906,rthornbarrow5x,2018-02-15 01:24:27,73,1,3094.53
879,wtellwright5y,2019-01-23 23:20:17,179,8,942.89
209,kgrizard5z,2019-06-04 19:43:58,328,4,1125.38
286,kdudin60,2018-01-28 19:41:22,255,5,3058.7
47,gsirr61,2018-11-12 17:01:57,642,10,2019.74
957,srogez62,2018-03-08 22:05:29,41,9,4998.17
568,cdabbotdoyle63,2017-12-22 16:23:44,523,6,3335.2
959,fganders64,2019-11-26 21:15:52,298,2,4752.08
207,sceccoli65,2018-05-22 06:57:28,500,4,2537.8
874,ahammonds66,2018-10-23 17:35:19,679,6,3182.09
41,amunnion67,2018-10-27 22:56:51,315,3,4715.15
599,irainey68,2018-06-18 23:24:37,920,10,2683.16
164,gnorledge69,2018-06-30 06:23:18,795,8,666.83
677,rduran6a,2018-04-24 07:15:42,871,4,3094.79
472,grizzini6b,2018-12-24 17:18:23,864,5,528.02
425,arittmeier6c,2019-05-25 01:25:08,338,7,3271.1
358,jorneblow6d,2018-01-08 15:55:55,440,8,4004.45
198,dalliberton6e,2018-07-07 07:55:00,929,8,4269.08
477,sketchell6f,2019-04-05 10:48:09,941,6,741.29
823,frigge6g,2019-11-07 08:13:41,182,2,2519.28
696,kdominguez6h,2019-01-26 09:18:12,40,6,1681.77
109,achalcot6i,2018-08-18 06:42:18,232,10,1938.77
37,aboutton6j,2019-09-18 03:06:07,929,8,636.69
969,oranyelld6k,2018-05-05 19:02:25,715,2,2241.4
94,awaterhowse6l,2019-02-12 23:08:24,756,5,661.4
652,rmacdaid6m,2018-02-20 13:13:15,16,10,2633.19
735,daitchinson6n,2018-03-07 15:11:04,259,1,3692.86
749,dcroux6o,2018-07-03 13:32:51,464,1,1641.0
398,kdoudny6p,2018-10-30 05:39:57,315,2,1555.19
386,fbeller6q,2017-12-18 08:59:08,66,1,2641.27
282,fcharnock6r,2019-01-31 09:58:04,911,9,1097.7
511,eleirmonth6s,2019-03-08 12:49:16,142,10,2846.35
924,ewelland6t,2019-09-14 12:12:24,114,7,1813.91
130,dalmon6u,2018-07-19 07:22:12,275,6,3601.99
451,nhallowes6v,2019-08-28 14:18:33,340,1,263.88
465,lburtonwood6w,2018-06-04 04:25:48,33,7,2956.62
553,dgoodswen6x,2018-11-22 20:04:26,33,8,3023.59
678,lparell6y,2018-01-19 05:45:01,416,8,4323.52
310,tchevin6z,2019-10-29 18:01:54,440,4,3855.24
243,rjanaud70,2018-01-19 06:43:22,943,7,372.43
59,mskipp71,2019-06-24 10:20:12,142,1,1693.0
687,ldonne72,2018-04-27 06:42:16,871,10,2273.16
736,elynde73,2019-11-17 14:20:57,869,7,2776.16
923,ccantor74,2019-08-09 05:00:39,494,10,1716.12
782,aolrenshaw75,2019-03-02 21:42:36,438,7,544.22
931,cmcgairl76,2018-11-11 11:02:43,878,1,4982.08
621,oalbrecht77,2018-01-26 22:08:54,43,9,3403.62
900,mbreit78,2018-10-31 22:44:15,544,6,3571.69
443,ilyfe79,2019-04-26 05:47:25,680,6,3621.59
25,ujerrold7a,2018-06-02 19:27:57,279,9,4203.49
326,lmawby7b,2018-12-19 12:19:30,294,2,444.19
609,jartus7c,2018-07-18 09:04:46,509,9,2446.64
862,wgrinnov7d,2019-07-30 06:58:00,327,3,4045.22
383,dmcquin7e,2019-02-18 17:00:28,160,6,2427.44
294,hphilp7f,2019-02-11 07:26:47,19,2,281.15
253,jarnau7g,2019-02-16 10:29:18,625,4,3062.55
284,ccottrill7h,2019-02-14 12:03:47,698,4,2345.04
870,rjesteco7i,2019-02-07 17:28:29,859,3,4639.92
695,tmeigh7j,2018-08-29 07:31:34,747,9,3162.48
528,rsaw7k,2018-02-25 13:38:57,662,4,2082.68
472,lpetre7l,2018-01-12 04:25:41,79,4,4272.71
357,bedgerly7m,2018-09-19 11:36:26,771,7,3799.07
456,omucillo7n,2018-05-02 18:14:59,608,3,2464.84
140,rjillard7o,2018-09-28 06:28:40,165,4,2885.89
522,mshwenn7p,2018-01-24 18:27:05,352,8,803.81
532,cloveman7q,2019-10-11 08:17:31,125,10,1217.34
673,cstreets7r,2019-03-04 06:57:23,258,10,2623.4
412,hnuth7s,2019-04-15 06:13:47,663,7,2535.59
982,mrivard7t,2019-04-09 23:40:32,39,7,3743.4
518,cmatthensen7u,2018-10-13 14:22:03,239,5,33.01
157,shordle7v,2019-10-26 01:46:30,883,7,335.05
153,rcowthard7w,2018-12-18 02:53:02,394,5,1380.66
69,fsedman7x,2019-07-21 06:03:36,95,5,4663.14
35,gscougal7y,2018-01-18 00:50:35,484,2,1350.31
152,jchastelain7z,2019-07-10 02:01:12,747,7,2457.38
253,cwayper80,2018-01-15 02:51:05,659,6,1322.66
369,mlording81,2019-01-09 17:01:17,769,1,1762.95
709,sjuliff82,2019-06-03 14:40:25,38,5,3249.94
661,awhebell83,2019-04-25 03:52:54,363,6,3342.87
228,eschutte84,2019-01-31 06:53:54,196,10,709.88
890,mmottinelli85,2019-09-23 19:09:28,408,7,3660.31
946,btague86,2018-05-13 12:45:32,514,2,1579.36
448,vnare87,2019-02-05 11:05:48,411,6,2736.34
252,chamsley88,2019-12-07 02:48:38,405,3,430.25
759,tattwell89,2019-01-20 20:06:28,261,2,1574.71
46,tcrepin8a,2019-09-17 00:04:29,894,2,462.46
191,tzammett8b,2019-09-05 12:55:29,920,9,1959.86
545,tjenicek8c,2017-12-22 19:50:21,968,3,2998.02
137,llittlechild8d,2019-01-08 16:49:49,605,7,2100.62
32,dwaddy8e,2018-07-28 10:00:05,347,2,3553.09
38,vwollrauch8f,2018-03-05 15:08:12,373,6,4945.75
87,ebowley8g,2019-02-23 14:47:54,422,8,4301.65
507,lcuniam8h,2019-03-21 00:53:39,462,3,1464.29
645,dromushkin8i,2018-11-05 13:44:51,353,10,3902.2
996,kfairhead8j,2018-09-02 07:44:12,313,1,78.46
662,oalmond8k,2019-10-23 16:42:23,682,1,2874.99
535,ecofax8l,2018-08-23 04:43:43,351,7,2758.86
788,aswindon8m,2018-02-05 15:21:50,993,1,437.35
409,nosirin8n,2018-02-19 09:30:25,69,5,590.42
710,astockford8o,2018-11-28 08:06:57,976,3,3602.74
734,jmccarle8p,2019-04-01 07:33:53,446,6,2390.99
377,bcuddihy8q,2018-01-04 23:19:08,445,5,3174.44
543,vjoscelyne8r,2018-01-21 20:53:21,209,3,2880.63
687,cnewcomen8s,2019-04-08 12:12:15,991,7,1503.13
451,ryannoni8t,2019-03-31 13:04:47,249,6,4563.36
500,mpackington8u,2019-02-08 07:03:52,33,8,4092.78
26,jousbie8v,2019-05-06 07:02:24,61,8,1623.93
245,ccuesta8w,2019-08-04 19:36:49,352,5,569.64
293,ddaine8x,2019-08-19 15:21:10,206,7,1116.69
764,isherar8y,2018-10-14 15:58:11,615,4,2407.02
420,ebrum8z,2018-06-04 03:18:40,984,4,315.79
910,divanets90,2017-12-20 05:52:05,532,1,270.15
596,ecorrison91,2019-04-25 22:52:50,355,5,1348.48
361,slutwidge92,2017-12-30 05:27:27,105,6,3521.03
122,fsommerfeld93,2018-05-07 16:31:57,241,7,2910.51
689,cgribbins94,2018-02-18 02:42:18,652,9,1527.84
82,mbrimmacombe95,2018-08-08 23:28:55,768,4,3445.56
931,rferrieri96,2019-09-07 11:04:43,505,3,4005.66
352,bcarnegie97,2019-03-17 11:16:33,228,5,9.37
407,dkettlewell98,2018-09-28 06:57:55,589,10,1721.01
793,ktromans99,2018-05-18 14:16:07,33,8,4141.36
680,claurie9a,2018-11-04 21:05:16,599,9,524.35
855,uivimey9b,2018-08-23 17:32:37,168,4,843.16
383,rkoppens9c,2018-11-30 00:17:39,899,2,2576.14
591,rfernanando9d,2019-05-26 05:18:19,774,1,4820.58
356,kfernant9e,2018-09-07 07:07:19,373,10,1394.93
732,wklug9f,2019-07-03 22:37:32,814,10,4820.79
27,irebichon9g,2018-09-06 19:53:05,941,1,977.27
725,dhardistry9h,2018-11-12 09:17:56,406,2,2537.22
887,ggricewood9i,2019-09-03 08:40:44,351,9,3178.19
821,wdougher9j,2018-10-26 07:31:49,408,7,1753.36
379,okaroly9k,2018-05-08 05:08:38,443,4,3191.26
411,bcoarser9l,2019-11-20 20:36:43,872,10,234.41
521,raspital9m,2019-01-10 07:18:06,256,6,4836.7
797,lfilliskirk9n,2019-05-30 09:12:15,609,5,2317.28
918,cboston9o,2018-10-20 20:40:48,416,10,2257.01
372,elammerich9p,2018-01-01 18:03:42,927,7,2218.56
166,mklejna9q,2019-05-13 13:16:26,515,1,1172.27
705,jpymar9r,2018-06-28 23:29:04,437,9,1161.24
738,nhardington9s,2018-03-27 22:27:20,120,1,1697.48
960,ccaps9t,2018-03-24 07:12:00,479,4,1024.26
375,sgaucher9u,2019-05-20 23:36:54,35,4,2031.21
171,atarbert9v,2018-12-04 01:08:45,329,9,3242.51
438,lberthe9w,2019-10-21 04:05:31,140,1,794.92
414,alewsey9x,2019-04-22 15:13:02,849,1,4285.64
920,pnend9y,2018-02-24 19:20:40,186,3,3532.57
78,wmatskevich9z,2018-12-06 21:23:40,100,3,3471.87
461,sdruhana0,2018-02-14 03:19:28,377,9,1304.51
593,rmacconachya1,2019-02-21 11:32:46,679,9,650.7
719,sagiolfingera2,2018-09-18 00:21:31,972,3,3182.1
449,esandcrofta3,2018-06-18 18:40:14,637,1,4243.59
999,htabbernora4,2019-03-29 01:06:13,31,10,4849.67
912,ccambera5,2018-09-28 12:40:47,269,6,4894.71
211,tocullena6,2019-06-25 04:27:52,733,7,4142.39
776,hcowburna7,2018-01-22 00:15:02,975,3,1010.05
485,gsnodinga8,2019-08-22 17:01:01,529,1,1127.53
60,crosendahla9,2019-03-10 11:02:47,524,1,4332.24
406,gedsallaa,2019-05-16 05:44:37,24,9,4532.3
106,tbelfitab,2018-09-23 23:35:40,559,6,543.79
353,sbroscombeac,2018-09-19 23:01:49,673,1,3799.77
706,moliphantad,2018-05-01 22:04:26,384,8,470.68
446,yjanuae,2019-05-22 10:06:00,447,10,2757.93
363,blocalaf,2018-04-24 01:05:41,252,8,1122.27
819,hyoungsag,2019-05-18 17:55:03,78,3,203.09
294,mmessierah,2019-09-24 01:34:12,831,7,2109.15
783,lhemblingai,2019-02-12 13:10:55,137,6,1955.53
398,msturtaj,2018-06-09 12:55:12,780,2,3964.39
505,bselmanak,2019-03-16 20:17:07,913,6,4570.03
4,bfosbraeyal,2018-04-21 12:04:39,444,4,2355.26
603,rbasfordam,2018-08-30 02:36:45,907,1,1300.37
69,bwickan,2018-11-09 10:34:52,72,10,95.18
458,saliboneao,2018-02-17 14:35:02,239,1,597.37
104,emanicomap,2018-03-23 06:48:01,324,1,4273.71
484,dharfootaq,2018-11-13 03:29:48,878,4,1063.15
540,emiddupar,2018-11-04 21:47:36,37,10,1952.3
944,woselandas,2018-10-13 05:54:14,8,8,2777.71
226,sadieat,2018-07-29 21:24:35,865,9,670.19
193,jwarnerau,2019-01-21 19:05:58,750,5,1634.58
947,dsabbanav,2018-05-07 09:21:29,239,1,3422.44
365,oskipseyaw,2018-02-06 05:11:21,436,8,77.94
388,bderkesax,2018-08-13 18:22:40,663,7,4875.58
909,rcallowayay,2019-04-25 05:16:45,91,6,2170.15
927,gjerroltaz,2018-06-30 23:27:13,233,5,2705.05
472,brosieb0,2019-10-29 15:02:24,505,7,3568.16
834,coreheadb1,2019-09-29 00:35:41,563,1,2190.32
516,rsumnallb2,2019-10-24 15:31:24,108,5,356.95
159,esalergb3,2019-05-12 18:35:05,485,5,4174.83
196,aquelchb4,2019-06-17 08:17:28,657,8,4803.44
685,rtaceb5,2019-05-11 03:10:37,490,2,2435.46
865,sdownieb6,2019-05-14 14:15:36,777,2,1221.63
325,scleverlyb7,2019-04-15 18:51:41,948,1,2035.9
331,ebonnysonb8,2018-08-16 20:34:22,669,10,4184.8
790,cwoodhouseb9,2019-07-11 21:02:26,37,2,131.14
357,gfoggoba,2019-09-20 21:35:29,438,6,1330.63
658,crestallbb,2018-01-07 07:47:23,236,4,1170.37
229,ahazelhurstbc,2018-09-10 16:11:57,986,9,1996.68
796,ecattanachbd,2018-04-19 12:42:44,107,7,3405.31
500,wveryardbe,2017-12-10 13:58:01,368,6,2384.86
27,nchadwenbf,2018-06-02 15:06:32,155,9,2779.61
219,ascammellbg,2018-06-08 12:59:35,133,6,3613.28
135,emildenhallbh,2019-08-29 19:28:03,405,1,620.68
995,adabinettbi,2019-06-18 02:21:09,63,7,1688.22
217,saguirrebj,2018-11-30 16:46:37,238,10,328.89
731,kyukhninibk,2018-06-03 04:06:29,303,6,369.97
532,kdinehartbl,2018-11-27 17:17:19,594,2,3316.1
741,fsandeybm,2018-10-26 23:34:52,65,6,4620.83
288,sbrymhambn,2018-09-11 01:21:07,885,4,3265.24
162,ataskerbo,2018-07-28 13:22:04,294,4,2297.55
987,tbabalolabp,2018-08-08 04:02:11,659,8,928.74
937,ncastelluzzibq,2019-08-11 17:38:12,399,4,4764.24
486,lwassellbr,2018-05-02 03:34:19,786,7,3562.9
74,mgoodrickbs,2018-08-31 15:12:48,733,3,4190.12
369,bsturmbt,2019-09-26 12:46:02,1000,4,2130.43
40,gscaifebu,2017-12-27 06:50:01,511,4,4168.87
976,aettelsbv,2018-05-27 21:29:40,225,10,1038.3
627,hpicktonbw,2018-12-08 20:19:45,252,1,1481.04
864,jdrescherbx,2019-06-03 23:36:29,876,5,694.32
275,ppriterby,2019-10-06 07:17:36,357,7,1336.25
323,twashbrookbz,2019-02-24 13:09:42,716,6,2793.49
918,caffusoc0,2018-08-13 06:07:11,424,6,1426.77
232,mcoultarc1,2019-09-14 00:15:53,119,2,3259.57
55,jwayperc2,2019-11-26 22:34:58,225,8,3102.08
631,glofthousec3,2019-07-16 12:24:43,387,1,713.07
337,dailwardc4,2018-11-07 00:10:17,779,7,4107.5
940,tmcorkillc5,2019-03-14 17:10:06,754,8,128.92
380,tschroderc6,2018-06-09 14:43:16,255,7,724.12
931,cspiviec7,2018-06-19 11:20:25,439,8,280.75
772,krattriec8,2018-08-23 12:31:23,888,5,3555.11
652,ckmiecc9,2019-09-01 11:51:08,681,5,757.01
260,fgartsydeca,2018-10-04 20:57:49,710,3,442.3
744,jsantecb,2019-11-13 17:10:30,784,6,648.26
160,wschiefersteincc,2018-05-28 09:39:01,39,5,2468.69
352,rchateletcd,2018-08-07 06:18:48,544,3,4317.23
469,asimonnotce,2019-04-11 16:12:58,839,3,4075.55
719,fashenhurstcf,2018-07-24 10:29:51,382,7,2898.29
215,aoverburycg,2018-04-11 02:44:08,151,8,4865.22
