account_number,user_id,transaction_date_time,product_id,product_quantity,product_unit_price
802,gflowitt15,2018-02-26 16:21:19,929,7,933.67
671,dgillings16,2018-08-21 14:03:28,637,1,158.61
515,ekrystek17,2018-05-19 15:28:53,13,6,4886.76
113,kspeak18,2018-09-25 14:07:06,475,5,906.83
744,kdominici19,2019-04-07 10:20:41,352,6,925.23
933,dspirit1a,2019-03-23 09:32:52,952,10,755.61
841,cdalgarnowch1b,2018-10-29 20:11:26,650,4,893.25
659,nmcgray1c,2018-12-05 17:52:19,919,1,74.75
42,olapree1d,2018-12-19 16:27:56,162,4,2081.68
472,gough1e,2019-10-05 22:16:23,396,10,3873.68
81,sossipenko1f,2018-08-15 07:09:09,233,1,4142.1
162,cpoundesford1g,2017-12-23 21:42:41,807,9,1600.5
919,ghatcher1h,2018-06-09 20:22:19,496,5,1871.92
177,amacnally1i,2019-03-14 04:36:20,680,7,468.15
819,aandriss1j,2019-10-24 07:11:03,647,6,1434.6
796,flettington1k,2018-02-20 18:16:53,197,7,594.91
397,bhathorn1l,2018-05-30 22:32:37,577,3,4866.43
898,tpepi1m,2019-10-18 14:00:12,967,5,3382.48
691,mtapscott1n,2019-02-05 06:21:18,96,5,4462.1
997,kscriviner1o,2019-03-19 23:59:41,822,6,1019.63
195,mcawtheray1p,2019-06-29 22:26:15,313,3,1188.74
76,mmusprat1q,2018-08-19 03:42:45,425,9,2985.36
943,rbaudassi1r,2017-12-14 01:04:14,248,1,1041.93
823,oemloch1s,2018-02-14 13:21:40,142,6,498.46
38,ipillington1t,2019-05-18 23:42:02,743,2,2196.12
774,gcuerda1u,2018-08-13 20:18:15,666,4,3762.74
535,vbinning1v,2019-03-09 02:08:35,618,9,1560.64
958,dbirrane1w,2018-10-05 21:09:20,554,8,4283.89
374,nremmer1x,2019-10-29 19:11:59,338,7,3669.99
680,ebrecken1y,2018-06-14 08:28:34,745,10,2251.05
114,dtresler1z,2018-08-20 18:02:24,23,6,557.07
965,ztulleth20,2019-11-29 23:20:17,684,6,1751.76
230,llicciardiello21,2019-08-11 07:27:14,677,3,3652.35
681,tleatham22,2017-12-13 20:12:24,687,1,2646.79
407,sbeatty23,2018-08-31 01:33:55,312,4,2605.43
820,mmatthai24,2018-10-21 07:39:18,186,1,2741.09
190,pgipson25,2019-05-30 02:00:13,620,7,3125.64
61,gfayerman26,2019-10-16 21:35:44,298,6,1483.82
517,wfussey27,2018-06-29 19:09:42,476,4,1454.39
75,acarlin28,2018-11-01 08:03:33,407,3,2336.61
957,dwellan29,2018-10-02 18:29:18,713,10,58.0
901,tsloy2a,2019-02-24 12:02:18,392,10,2425.64
227,cshaughnessy2b,2019-07-01 18:52:37,961,4,2089.84
617,jkellen2c,2018-08-02 15:49:46,263,5,1943.51
710,bprozescky2d,2019-07-24 11:09:37,531,10,1592.78
734,mcornall2e,2018-11-07 13:34:19,679,5,842.32
480,gmurkitt2f,2018-05-01 23:44:55,202,4,1216.21
324,nburnhill2g,2018-04-05 23:18:12,259,10,2810.26
853,ransley2h,2018-12-02 05:17:41,596,2,2235.6
122,nkippins2i,2019-08-14 15:35:01,780,2,4464.22
761,aruzic2j,2018-08-20 07:01:45,616,2,1011.09
511,jbeningfield2k,2019-04-30 05:08:04,649,8,4680.58
2,bgarthside2l,2018-06-27 18:02:37,275,7,1384.78
329,dmcsaul2m,2018-11-21 23:52:24,123,6,3491.37
457,sskone2n,2018-12-22 09:57:25,720,3,175.37
728,sbeneze2o,2018-09-30 07:13:04,305,8,4325.92
766,nramirez2p,2018-11-05 15:12:10,408,10,2068.82
814,nbaumert2q,2018-10-05 02:56:55,344,8,4484.97
823,olamy2r,2018-10-03 10:22:00,792,10,2145.88
692,kgraybeal2s,2019-05-24 08:05:12,881,6,171.47
141,tmiddleditch2t,2018-11-01 21:05:08,892,3,875.49
93,sbernardos2u,2019-09-20 13:56:27,625,1,1723.75
11,callone2v,2019-01-23 12:00:13,508,4,554.37
573,gandrini2w,2017-12-23 16:37:06,872,10,90.49
735,hbewsey2x,2019-07-19 02:39:04,375,8,272.39
625,ccurrao2y,2018-11-04 22:08:39,487,6,3718.54
511,kflisher2z,2019-12-04 10:09:45,864,10,3826.72
376,lserginson30,2018-04-07 05:15:13,245,4,1303.59
271,wteaze31,2018-03-15 03:26:42,865,3,2954.12
147,cpreece32,2019-02-16 16:29:30,13,6,3335.03
31,aleeburne33,2018-05-27 17:16:37,541,2,4924.27
846,gstandbrooke34,2018-12-31 04:21:27,866,8,3320.53
787,kosherrin35,2018-04-17 12:49:51,534,2,2315.89
649,kmixter36,2018-07-12 00:45:20,4,8,1159.27
535,bhanssmann37,2018-06-22 21:31:03,522,1,970.37
384,cmcgettrick38,2019-08-16 03:35:53,623,2,4999.55
829,mquinet39,2018-12-15 04:15:13,982,4,2318.65
426,scrocker3a,2019-06-17 15:48:09,870,6,2706.42
910,blubeck3b,2018-08-28 19:46:27,284,2,4758.92
440,vnormanvell3c,2018-09-17 11:11:18,333,3,214.95
938,wskittrall3d,2019-06-14 06:20:59,936,2,2160.43
693,jswindin3e,2019-10-06 02:42:53,441,5,205.35
310,jmochar3f,2019-10-02 09:37:05,201,1,1474.03
398,pdesantos3g,2018-07-27 08:33:17,731,2,385.13
8,dglitherow3h,2019-05-15 08:35:20,630,7,4135.26
837,rcordey3i,2019-03-03 01:34:50,46,2,759.52
596,spaolotto3j,2019-10-24 10:51:38,789,5,120.89
781,wfennick3k,2019-09-22 16:54:15,593,9,2204.69
86,bgulleford3l,2018-10-07 06:39:55,876,7,3581.78
780,bhockell3m,2019-02-03 06:47:07,146,3,2478.92
360,cblick3n,2019-02-22 10:43:41,505,10,2935.7
102,fkochlin3o,2018-11-04 01:17:40,755,5,4337.52
199,mseabert3p,2019-06-06 15:26:28,987,4,4810.43
67,rchiene3q,2019-11-09 01:11:56,824,5,4981.49
145,mchesshyre3r,2019-02-03 18:03:52,279,9,1053.39
262,lcast3s,2019-05-31 20:02:42,52,6,4897.78
367,ndougliss3t,2019-08-03 06:54:47,692,9,489.78
408,ptither3u,2018-03-20 00:04:08,794,1,870.14
914,acharlton3v,2018-03-15 02:55:50,144,9,1326.2
955,mdovydenas3w,2019-03-05 02:16:26,473,7,54.68
836,hsondon3x,2018-04-14 14:20:53,385,8,2171.14
544,adamarell3y,2018-07-17 06:20:55,790,3,1275.84
338,hoxley3z,2018-01-16 16:01:29,30,1,625.15
467,nmatticci40,2018-06-24 05:29:09,271,7,3813.62
921,vmachen41,2019-03-30 01:41:54,337,5,2005.82
109,kconnaughton42,2019-07-17 23:15:57,37,3,3249.18
979,mstledger43,2018-02-06 01:07:44,686,1,3127.87
71,gsymson44,2018-06-05 21:16:31,975,5,3018.58
929,bnano45,2018-07-22 04:14:38,810,6,3835.51
982,rbodiam46,2019-10-20 07:39:26,708,10,2351.05
169,mmeeny47,2019-12-03 09:13:27,267,3,4562.93
63,mchilds48,2019-01-04 01:40:59,975,7,1160.9
453,cshilstone49,2018-03-19 19:13:57,806,1,4322.75
606,abrealey4a,2019-04-29 05:44:50,646,7,1316.58
374,jlonsbrough4b,2019-06-15 03:17:20,928,8,902.95
528,kguthrie4c,2019-10-15 05:48:06,474,7,18.96
706,pwebbe4d,2018-09-15 23:24:29,862,1,287.21
795,bnaden4e,2019-04-28 20:31:51,257,1,653.81
33,bfabri4f,2019-04-11 06:56:46,597,1,133.74
798,skinnett4g,2018-11-23 02:55:32,993,9,416.93
216,cbener4h,2018-04-22 19:01:40,422,6,2776.0
8,jholligan4i,2018-12-19 06:46:11,158,10,1899.24
731,kbransby4j,2019-02-21 15:16:02,594,1,3704.46
163,sdelagnes4k,2019-11-28 03:24:51,828,10,3448.54
729,zbengle4l,2019-04-29 14:14:53,171,4,1829.59
152,ahollow4m,2018-06-17 19:58:05,586,9,1328.5
771,crainbow4n,2018-10-24 07:01:13,12,6,3911.09
377,mblackledge4o,2018-11-19 12:57:37,897,9,2176.52
510,cblurton4p,2019-02-16 10:34:34,628,5,4930.97
138,cwaud4q,2018-11-26 00:20:27,17,1,2463.04
77,mshattock4r,2018-03-01 21:58:50,137,2,3138.38
131,ldennehy4s,2018-05-18 11:38:24,39,10,4586.46
257,bivkovic4t,2019-04-16 05:56:13,104,6,3840.1
116,gshall4u,2019-08-18 15:09:49,163,9,4596.22
487,espirit4v,2018-09-24 17:32:56,949,2,2242.79
677,eturone4w,2018-10-08 22:47:30,988,8,4235.19
308,htrevon4x,2018-08-02 07:03:03,831,8,747.91
760,dfitzpatrick4y,2019-02-15 02:57:53,959,6,4999.88
526,wbarkes4z,2017-12-22 08:23:45,355,6,175.5
2,clinkie50,2019-09-13 14:39:07,574,5,2433.55
107,wchaffen51,2018-12-09 23:05:45,503,3,3183.41
495,dleamy52,2018-09-18 07:05:44,320,7,988.74
958,hsommerled53,2019-06-02 11:15:30,132,1,3879.46
94,kfearnsides54,2018-03-22 03:11:19,115,4,2116.66
866,crickasse55,2018-06-06 13:11:31,209,9,4928.13
281,afield56,2018-08-03 20:41:23,358,10,1382.68
926,sadriani57,2019-09-26 12:58:07,125,8,2649.79
269,gcripps58,2018-04-03 11:48:15,440,5,2396.3
822,rwisniowski59,2017-12-19 23:21:40,455,5,1203.22
672,fcoda5a,2018-11-01 18:45:07,555,7,1777.0
1,gryton5b,2018-08-01 09:49:00,94,4,2188.56
328,dbullman5c,2019-11-29 11:03:05,270,6,4343.02
124,aguilder5d,2019-04-01 00:16:39,807,9,3803.15
294,ebeachamp5e,2018-05-11 01:43:42,239,10,3705.83
745,tspraggon5f,2018-01-21 23:35:05,441,3,3735.79
890,dbonavia5g,2018-07-27 19:12:04,391,8,3642.12
713,cgolthorpp5h,2019-08-14 15:31:01,230,6,4560.44
441,fleeves5i,2019-01-28 08:13:33,97,6,3325.34
86,dshord5j,2018-02-28 01:34:25,680,6,2995.96
2,sclarson5k,2019-04-17 15:23:37,56,10,2457.15
229,gmakiver5l,2019-03-29 13:11:03,291,7,578.2
516,rduligal5m,2018-08-18 04:32:26,146,7,703.77
756,lcorse5n,2019-09-13 22:21:11,608,3,4113.55
4,nloomis5o,2018-10-19 12:22:10,86,6,1900.01
985,candrys5p,2018-02-28 14:51:10,159,10,1347.22
415,mmurrill5q,2019-11-22 00:29:00,218,1,1509.17
352,ggiacopini5r,2019-08-02 23:56:24,787,3,1054.5
955,achessill5s,2019-09-17 01:47:22,947,8,4931.5
400,msiegertsz5t,2018-11-24 04:12:26,287,6,1045.83
746,nkliner5u,2018-09-07 04:58:01,323,5,2955.4
910,stallboy5v,2018-02-10 05:02:11,554,10,4381.54
153,eclibbery5w,2019-11-24 20:52:48,322,3,965.34
906,rthornbarrow5x,2019-09-28 05:15:53,293,1,63.01
879,wtellwright5y,2018-04-22 21:25:25,101,4,4452.0
209,kgrizard5z,2019-06-05 08:11:48,752,8,2429.76
286,kdudin60,2018-02-22 19:27:19,513,9,444.67
47,gsirr61,2019-01-03 20:07:59,735,6,3407.15
957,srogez62,2019-09-12 11:04:37,546,4,951.22
568,cdabbotdoyle63,2019-06-13 01:07:37,262,5,419.3
959,fganders64,2019-11-15 01:53:12,447,4,4867.54
207,sceccoli65,2018-05-13 09:06:07,610,5,1817.74
874,ahammonds66,2019-11-06 07:24:55,806,1,146.55
41,amunnion67,2018-11-11 22:24:17,864,5,1481.83
599,irainey68,2018-11-25 02:52:23,343,10,348.14
164,gnorledge69,2018-08-24 17:26:26,336,9,3964.68
677,rduran6a,2018-02-27 13:09:43,505,4,3276.13
472,grizzini6b,2018-10-20 18:00:48,559,2,1177.39
425,arittmeier6c,2017-12-30 11:14:17,774,8,1603.94
358,jorneblow6d,2019-08-27 01:45:13,762,7,211.21
198,dalliberton6e,2019-08-14 10:17:56,880,8,886.44
477,sketchell6f,2018-10-21 08:19:38,744,7,189.98
823,frigge6g,2018-08-09 05:41:18,980,10,3843.81
696,kdominguez6h,2019-10-24 19:32:34,332,10,1721.57
109,achalcot6i,2018-02-28 09:33:27,573,7,4315.41
37,aboutton6j,2019-02-20 17:08:28,126,9,4815.26
969,oranyelld6k,2019-09-12 08:00:00,232,8,3944.15
94,awaterhowse6l,2019-04-27 06:34:42,863,10,2957.21
652,rmacdaid6m,2019-02-12 17:57:02,498,1,3963.63
735,daitchinson6n,2018-07-25 12:51:27,328,9,1187.28
749,dcroux6o,2018-04-23 10:41:29,958,4,495.43
398,kdoudny6p,2018-01-17 07:29:52,542,4,1706.71
386,fbeller6q,2018-06-18 03:40:37,578,9,1619.67
282,fcharnock6r,2018-02-25 07:11:27,692,10,4209.56
511,eleirmonth6s,2019-09-02 20:38:45,830,1,1792.08
924,ewelland6t,2018-04-02 09:23:22,370,1,245.95
130,dalmon6u,2019-11-09 01:23:00,691,4,4323.6
451,nhallowes6v,2019-06-01 23:17:09,834,9,4294.18
465,lburtonwood6w,2018-01-11 05:37:48,670,5,2407.36
553,dgoodswen6x,2019-07-29 04:44:33,135,7,807.72
678,lparell6y,2018-01-16 08:36:42,960,4,4482.31
310,tchevin6z,2019-11-15 23:36:48,281,7,2144.81
243,rjanaud70,2019-05-05 03:31:59,701,1,3663.88
59,mskipp71,2019-03-16 01:12:13,1000,3,2506.29
687,ldonne72,2018-01-26 10:01:58,342,8,4837.73
736,elynde73,2018-12-11 15:32:59,995,7,1753.03
923,ccantor74,2018-07-19 23:53:04,875,10,4734.19
782,aolrenshaw75,2019-03-03 13:37:05,336,8,1409.07
931,cmcgairl76,2018-12-31 04:05:36,91,2,4999.28
621,oalbrecht77,2018-04-08 16:17:35,773,7,2647.18
900,mbreit78,2018-09-23 03:34:26,962,7,3474.93
443,ilyfe79,2018-07-11 12:35:16,974,7,1915.91
25,ujerrold7a,2018-06-01 22:01:13,827,10,2815.69
326,lmawby7b,2019-08-23 02:16:58,559,7,3792.34
609,jartus7c,2017-12-20 13:12:32,344,9,299.61
862,wgrinnov7d,2017-12-13 16:07:59,17,5,1704.84
383,dmcquin7e,2018-06-08 16:07:29,325,1,4204.74
294,hphilp7f,2019-11-09 03:04:42,306,7,4401.13
253,jarnau7g,2018-11-29 18:11:21,112,5,2759.44
284,ccottrill7h,2019-11-26 13:22:34,569,2,3768.58
870,rjesteco7i,2018-02-23 20:46:05,523,9,535.93
695,tmeigh7j,2017-12-22 22:18:03,826,4,844.47
528,rsaw7k,2018-08-26 20:08:25,604,1,521.7
472,lpetre7l,2018-12-23 07:30:58,775,9,3461.74
357,bedgerly7m,2019-08-14 10:35:30,585,8,1524.59
456,omucillo7n,2018-01-12 15:15:52,381,10,4650.28
140,rjillard7o,2019-01-27 15:36:43,71,8,792.84
522,mshwenn7p,2017-12-27 03:02:18,622,5,4692.67
532,cloveman7q,2019-04-16 20:06:18,618,9,785.53
673,cstreets7r,2018-05-30 14:23:35,294,7,3333.61
412,hnuth7s,2019-04-20 20:07:02,331,10,1541.3
982,mrivard7t,2019-01-17 01:14:25,28,4,452.71
518,cmatthensen7u,2019-02-21 01:19:45,634,7,2866.78
157,shordle7v,2019-09-26 05:49:44,703,7,2657.78
153,rcowthard7w,2019-08-18 19:00:48,736,8,4127.73
69,fsedman7x,2017-12-19 07:22:14,728,7,1154.42
35,gscougal7y,2018-06-17 12:44:14,996,8,4799.52
152,jchastelain7z,2018-02-08 13:40:08,771,4,4970.65
253,cwayper80,2019-10-15 09:16:55,626,7,2927.26
369,mlording81,2019-08-21 01:33:16,648,10,1905.1
709,sjuliff82,2019-07-01 04:58:38,969,6,453.18
661,awhebell83,2017-12-22 15:43:44,324,3,1703.21
228,eschutte84,2018-07-05 04:57:53,377,2,2253.14
890,mmottinelli85,2018-07-26 18:56:02,495,3,4755.18
946,btague86,2019-04-02 06:49:27,197,7,2135.91
448,vnare87,2019-03-16 22:04:50,696,2,4425.25
252,chamsley88,2019-07-11 06:03:09,43,3,681.38
759,tattwell89,2018-06-11 17:38:12,379,7,190.69
46,tcrepin8a,2019-07-20 09:58:49,270,9,1799.03
191,tzammett8b,2018-09-04 05:08:24,963,6,2678.67
545,tjenicek8c,2019-04-05 03:30:03,468,3,2765.04
137,llittlechild8d,2019-04-06 03:17:59,868,10,882.21
32,dwaddy8e,2018-12-21 21:57:34,287,6,719.02
38,vwollrauch8f,2018-07-24 21:43:35,40,3,2186.11
87,ebowley8g,2019-10-12 14:47:54,869,3,3635.27
507,lcuniam8h,2018-08-29 11:57:49,168,4,1077.11
645,dromushkin8i,2019-11-18 19:30:04,338,4,4959.26
996,kfairhead8j,2018-05-13 19:45:06,588,7,3362.96
662,oalmond8k,2019-09-21 17:36:34,920,2,4670.45
535,ecofax8l,2018-05-09 06:19:07,905,7,2552.91
788,aswindon8m,2019-06-06 19:48:43,228,2,1665.06
409,nosirin8n,2018-06-11 07:34:29,626,4,2883.31
710,astockford8o,2018-02-12 08:48:35,2,4,2620.4
734,jmccarle8p,2019-04-03 01:11:43,945,2,4487.0
377,bcuddihy8q,2018-12-07 09:20:43,441,8,3629.78
543,vjoscelyne8r,2019-05-25 16:29:35,21,2,816.21
687,cnewcomen8s,2019-07-19 18:30:34,484,3,3597.5
451,ryannoni8t,2019-02-26 18:35:43,605,6,1855.44
500,mpackington8u,2018-01-11 10:07:10,628,10,3612.8
26,jousbie8v,2019-08-04 23:25:59,163,8,1760.58
245,ccuesta8w,2018-01-29 01:12:44,285,5,2654.07
293,ddaine8x,2017-12-16 17:26:21,667,1,3416.24
764,isherar8y,2018-07-22 06:50:53,273,4,3515.84
420,ebrum8z,2019-11-30 05:03:56,818,2,3515.72
910,divanets90,2018-12-27 23:17:02,938,5,1263.94
596,ecorrison91,2017-12-30 04:44:34,392,3,4255.1
361,slutwidge92,2019-07-03 16:34:39,689,10,185.87
122,fsommerfeld93,2018-07-29 07:12:55,222,2,2446.53
689,cgribbins94,2019-05-13 14:35:32,631,9,4953.0
82,mbrimmacombe95,2019-02-13 15:50:15,573,2,2322.85
931,rferrieri96,2018-10-07 03:15:37,4,2,871.46
352,bcarnegie97,2018-02-17 10:09:00,462,10,3010.05
407,dkettlewell98,2018-09-12 00:47:14,130,10,761.12
793,ktromans99,2019-10-23 19:22:32,422,2,3108.18
680,claurie9a,2018-12-26 14:19:12,267,3,826.05
855,uivimey9b,2019-05-31 03:30:23,451,1,2790.38
383,rkoppens9c,2018-07-12 21:52:32,1000,3,2462.7
591,rfernanando9d,2018-06-22 13:39:11,904,1,2444.63
356,kfernant9e,2018-01-30 14:03:24,831,6,1978.44
732,wklug9f,2019-09-14 14:52:44,68,7,3793.51
27,irebichon9g,2018-04-14 03:06:56,754,8,3625.55
725,dhardistry9h,2019-10-28 08:28:52,12,7,1994.62
887,ggricewood9i,2018-01-07 16:42:09,123,10,2062.32
821,wdougher9j,2019-05-04 14:25:20,384,1,2583.37
379,okaroly9k,2018-10-30 12:44:35,295,7,1665.63
411,bcoarser9l,2019-07-04 09:56:59,385,9,4377.3
521,raspital9m,2018-09-24 23:27:15,75,5,996.03
797,lfilliskirk9n,2018-10-29 03:08:34,782,1,4457.11
918,cboston9o,2019-07-21 01:26:56,215,7,1506.75
372,elammerich9p,2019-06-23 00:10:09,277,2,2880.33
166,mklejna9q,2019-09-14 09:32:26,503,7,4684.24
705,jpymar9r,2019-11-13 02:32:06,113,7,1632.32
738,nhardington9s,2019-12-08 10:24:02,748,8,1893.21
960,ccaps9t,2019-05-05 21:41:45,897,2,2883.08
375,sgaucher9u,2019-09-25 17:55:10,292,5,1317.61
171,atarbert9v,2019-11-29 08:30:55,627,3,2018.06
438,lberthe9w,2019-06-28 04:58:13,942,6,3820.65
414,alewsey9x,2018-09-05 20:33:08,20,9,451.07
920,pnend9y,2018-07-20 06:50:08,156,5,3821.62
78,wmatskevich9z,2018-07-31 16:00:56,934,4,333.89
461,sdruhana0,2019-06-14 23:42:39,792,9,444.67
593,rmacconachya1,2019-01-10 08:31:56,716,2,1989.52
719,sagiolfingera2,2019-03-26 07:24:34,326,9,4425.67
449,esandcrofta3,2018-11-06 06:28:41,179,4,39.44
999,htabbernora4,2018-12-29 04:03:16,96,6,4830.37
912,ccambera5,2018-11-06 13:07:11,254,10,2031.82
211,tocullena6,2017-12-21 17:50:15,236,3,2565.01
776,hcowburna7,2018-06-06 20:53:44,83,10,1768.7
485,gsnodinga8,2018-09-11 22:32:34,472,8,4795.46
60,crosendahla9,2019-11-03 16:34:16,781,2,1812.19
406,gedsallaa,2019-01-17 00:54:10,760,8,3825.74
106,tbelfitab,2018-06-29 05:42:02,829,8,1356.78
353,sbroscombeac,2019-09-27 10:21:26,806,6,1848.83
706,moliphantad,2018-06-04 02:21:20,631,4,2696.54
446,yjanuae,2018-06-12 21:49:50,73,3,3320.8
363,blocalaf,2019-10-14 23:45:42,802,4,4575.35
819,hyoungsag,2019-04-22 10:27:16,806,6,4795.97
294,mmessierah,2018-07-01 05:48:31,128,3,2277.97
783,lhemblingai,2018-08-26 12:07:59,264,10,541.83
398,msturtaj,2019-10-14 01:49:51,530,2,4477.76
505,bselmanak,2017-12-30 12:27:32,613,4,4.33
4,bfosbraeyal,2019-02-03 08:39:35,125,9,2510.4
603,rbasfordam,2019-01-06 15:41:55,414,5,3455.54
69,bwickan,2019-11-10 08:16:15,697,1,2346.83
458,saliboneao,2019-11-23 00:36:35,729,1,4155.39
104,emanicomap,2019-08-20 00:35:26,508,7,3676.07
484,dharfootaq,2018-07-06 06:56:52,538,9,1400.83
540,emiddupar,2018-05-12 23:02:23,80,10,3580.44
944,woselandas,2018-08-31 19:39:03,224,8,4026.5
226,sadieat,2018-04-19 19:55:37,892,4,767.5
193,jwarnerau,2019-05-30 15:52:59,524,2,214.3
947,dsabbanav,2018-03-18 09:53:28,455,8,306.23
365,oskipseyaw,2018-09-03 00:46:29,719,4,3687.19
388,bderkesax,2019-04-21 19:59:33,148,1,3160.93
909,rcallowayay,2019-09-26 16:14:39,616,6,88.74
927,gjerroltaz,2019-02-17 11:06:46,821,6,3239.54
472,brosieb0,2018-03-26 18:25:37,19,9,1700.9
834,coreheadb1,2017-12-31 06:28:26,355,9,1739.39
516,rsumnallb2,2019-06-08 19:48:19,385,8,2725.17
159,esalergb3,2019-11-11 20:18:04,326,9,4926.13
196,aquelchb4,2019-07-27 12:10:05,796,3,3092.99
685,rtaceb5,2019-05-15 22:07:36,922,9,1111.98
865,sdownieb6,2018-03-02 03:00:03,828,7,4846.4
325,scleverlyb7,2019-06-27 23:09:13,716,9,4367.31
331,ebonnysonb8,2018-12-19 02:53:54,51,4,4935.05
790,cwoodhouseb9,2018-04-16 20:38:41,14,10,1290.56
357,gfoggoba,2019-11-18 23:55:07,160,2,71.81
658,crestallbb,2019-05-27 21:50:56,757,6,1200.53
229,ahazelhurstbc,2019-09-29 06:57:56,833,1,4038.08
796,ecattanachbd,2019-03-23 18:49:10,608,2,111.63
500,wveryardbe,2018-08-22 22:24:21,89,6,763.11
27,nchadwenbf,2019-11-30 11:38:45,928,3,1017.95
219,ascammellbg,2019-04-06 14:06:44,808,9,3266.24
135,emildenhallbh,2019-06-22 00:30:03,485,3,1974.97
995,adabinettbi,2019-11-06 12:14:11,209,9,3180.64
217,saguirrebj,2019-09-30 13:23:24,621,1,4928.55
731,kyukhninibk,2019-01-08 22:45:44,166,5,3584.74
532,kdinehartbl,2018-08-07 20:23:37,154,3,4122.23
741,fsandeybm,2018-04-22 17:25:27,187,9,872.18
288,sbrymhambn,2018-09-18 06:10:39,136,8,1797.68
162,ataskerbo,2019-02-20 14:17:55,137,5,4513.24
987,tbabalolabp,2019-11-15 09:55:03,138,10,2669.06
937,ncastelluzzibq,2019-05-25 18:18:54,249,2,1514.17
486,lwassellbr,2019-02-01 06:01:18,279,10,3131.37
74,mgoodrickbs,2018-01-21 07:58:41,237,9,170.2
369,bsturmbt,2019-04-19 12:04:10,269,3,3899.41
40,gscaifebu,2019-11-18 14:43:52,147,10,2699.16
976,aettelsbv,2018-10-11 18:53:33,775,5,2427.31
627,hpicktonbw,2018-07-04 17:56:06,663,4,3608.58
864,jdrescherbx,2018-09-23 08:06:04,857,10,2776.92
275,ppriterby,2017-12-17 06:53:45,78,2,500.51
323,twashbrookbz,2018-10-03 10:17:30,377,3,2533.19
918,caffusoc0,2018-03-17 06:07:21,115,2,4326.77
232,mcoultarc1,2018-09-19 04:27:26,972,1,3526.31
55,jwayperc2,2018-03-31 18:21:20,278,5,1929.14
631,glofthousec3,2019-07-16 21:30:43,766,5,3266.97
337,dailwardc4,2018-06-20 20:06:09,249,9,4420.65
940,tmcorkillc5,2019-05-24 00:44:24,281,6,3212.86
380,tschroderc6,2019-03-21 18:06:07,506,6,1367.79
931,cspiviec7,2019-09-01 03:55:17,80,9,4558.21
772,krattriec8,2019-07-16 08:43:56,848,4,3880.59
652,ckmiecc9,2019-07-31 07:52:45,368,6,4579.12
260,fgartsydeca,2019-02-21 23:50:25,605,1,4327.95
744,jsantecb,2018-12-18 15:58:14,169,10,2679.2
160,wschiefersteincc,2019-03-28 14:56:36,529,8,713.13
352,rchateletcd,2019-11-28 04:49:10,612,3,3353.36
469,asimonnotce,2018-10-16 08:28:21,195,5,4280.15
719,fashenhurstcf,2019-09-16 08:34:03,330,5,4841.39
215,aoverburycg,2018-12-15 03:59:57,281,6,3564.02
